Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EV_A,EV_B,EV_diff
4684,True,16,3,27,1.0,27,25,0.99,9,1,8,False,0,0.2625,0.3913651321549566,27.0,24.84,-2.16
4685,False,16,1,-5,1.0,-5,43,0.2,-18,0,1,False,0,0.675,0.3172801075810879,-5.0,-5.800000000000001,-0.8000000000000007
4685,True,16,3,-5,1.0,-5,43,0.2,-18,0,1,False,0,0.5499999999999998,0.3898717737923586,-5.0,-5.800000000000001,-0.8000000000000007
4686,True,16,2,19,1.0,19,55,0.1,18,0,1,True,0,0.7,0.3651483716701107,19.0,21.7,2.6999999999999993
4688,True,17,4,24,1.0,24,24,1.0,24,1,4,True,0,0.6352941176470589,0.4014678948412129,24.0,24.0,0.0
4690,False,16,1,6,1.0,6,21,0.5,-13,1,6,False,0,0.5250000000000001,0.3785938897200182,6.0,4.0,-2.0
4690,True,18,2,6,1.0,6,21,0.5,-13,1,6,False,0,0.7777777777777778,0.298142396999972,6.0,4.0,-2.0
4692,False,15,1,27,1.0,27,62,0.6,-19,1,4,True,0,0.5733333333333334,0.3195234546871921,27.0,29.599999999999994,2.5999999999999943
4692,True,15,2,27,1.0,27,62,0.6,-19,1,4,True,0,0.6933333333333334,0.3104528182847634,27.0,29.599999999999994,2.5999999999999943
4694,False,15,1,12,1.0,12,12,0.2,9,0,1,False,0,0.3333333333333333,0.3352326839390103,12.0,9.600000000000001,-2.3999999999999986
4694,True,17,2,12,1.0,12,12,0.2,9,0,1,False,0,0.0117647058823529,0.0485071250072666,12.0,9.600000000000001,-2.3999999999999986
4699,False,16,1,26,0.9,-11,36,0.01,19,0,1,False,0,0.825,0.2408318915758459,22.300000000000004,19.169999999999998,-3.130000000000006
4699,True,15,3,26,0.9,-11,36,0.01,19,0,1,False,0,0.56,0.3869293032509759,22.300000000000004,19.169999999999998,-3.130000000000006
4701,True,16,3,10,1.0,10,11,0.6,9,2,2,False,0,0.3875000000000001,0.4031128874149275,10.0,10.2,0.1999999999999993
4702,False,15,1,-8,1.0,-8,30,0.4,-38,0,1,False,0,0.8000000000000002,0.3023715784073817,-8.0,-10.8,-2.8000000000000007
4702,True,15,3,-8,1.0,-8,30,0.4,-38,0,1,False,0,0.6933333333333332,0.2814926202195987,-8.0,-10.8,-2.8000000000000007
4704,True,16,5,36,0.1,15,46,0.1,17,3,2,False,0,0.7375,0.3324154027718932,17.1,19.900000000000002,2.8000000000000007
4706,True,19,3,2,1.0,2,27,0.1,0,0,1,False,0,0.5789473684210527,0.4210818703298301,2.0,2.7,0.7000000000000002
4709,True,16,3,-7,1.0,-7,23,0.05,-6,0,1,False,0,0.7875000000000001,0.3383784863137726,-7.0,-4.549999999999999,2.450000000000001
4710,True,16,5,23,1.0,23,92,0.4,-26,0,1,False,0,0.2875,0.3344149119482164,23.0,21.200000000000003,-1.7999999999999972
4711,False,16,1,2,1.0,2,1,0.2,-1,0,1,True,0,0.1125,0.2305789814069501,2.0,-0.6000000000000001,-2.6
4711,True,15,2,2,1.0,2,1,0.2,-1,0,1,True,0,0.1066666666666666,0.2250925735484552,2.0,-0.6000000000000001,-2.6
4716,False,15,1,103,0.2,-37,14,0.6,-42,0,1,False,0,0.4000000000000001,0.3625307868699864,-9.0,-8.4,0.5999999999999996
4716,True,15,3,103,0.2,-37,14,0.6,-42,0,1,False,0,0.4533333333333334,0.3335237551331168,-9.0,-8.4,0.5999999999999996
4718,False,16,1,37,0.2,-13,11,0.75,-50,3,3,False,1,0.5874999999999999,0.3304037933599835,-3.0,-4.25,-1.25
4718,True,18,5,37,0.2,-13,11,0.75,-50,3,3,False,1,0.6,0.2910427500435996,-3.0,-4.25,-1.25
4719,True,16,3,12,1.0,12,109,0.1,-1,0,1,False,0,0.4375,0.3667424164178449,12.0,10.0,-2.0
4720,True,18,5,43,0.4,-14,22,0.25,5,0,1,False,0,0.7,0.2849148479602902,8.799999999999999,9.25,0.45000000000000107
4721,True,18,3,8,1.0,8,28,0.25,-1,0,1,True,0,0.5888888888888889,0.317876944168631,8.0,6.25,-1.75
4722,True,18,5,-5,1.0,-5,42,0.2,-19,0,1,True,0,0.6666666666666667,0.2990180006385608,-5.0,-6.800000000000001,-1.8000000000000007
4723,True,16,4,63,0.6,-37,26,0.5,18,0,1,False,1,0.5486842105263157,0.2964580070664848,22.999999999999996,22.0,-0.9999999999999964
4725,False,16,1,29,0.75,4,23,1.0,23,0,1,False,0,0.4125,0.3827531841800928,22.75,23.0,0.25
4725,True,15,3,29,0.75,4,23,1.0,23,0,1,False,0,0.3466666666666667,0.3814758308514571,22.75,23.0,0.25
4727,False,16,1,51,0.4,-36,11,0.6,-11,1,6,False,0,0.4749999999999999,0.3087609647175843,-1.1999999999999957,2.1999999999999993,3.399999999999995
4728,False,16,1,12,1.0,12,79,0.4,-37,0,1,False,0,0.275,0.3255764119219941,12.0,9.400000000000002,-2.599999999999998
4729,False,16,1,57,0.2,-14,12,0.2,-4,0,1,False,0,0.35,0.3055050463303893,0.1999999999999993,-0.7999999999999998,-0.9999999999999991
4729,True,15,5,57,0.2,-14,12,0.2,-4,0,1,False,0,0.5466666666666666,0.2972893411828826,0.1999999999999993,-0.7999999999999998,-0.9999999999999991
4730,True,17,3,-1,1.0,-1,66,0.25,-25,0,1,False,0,0.4352941176470588,0.3258473117707668,-1.0,-2.25,-1.25
4733,True,16,5,13,0.75,9,12,0.5,12,0,1,False,0,0.4125,0.4161329915623929,12.0,12.0,0.0
4734,False,15,1,3,1.0,3,60,0.4,-31,1,6,False,0,0.4133333333333334,0.3335237551331168,3.0,5.400000000000002,2.400000000000002
4734,True,15,4,3,1.0,3,60,0.4,-31,1,6,False,0,0.6133333333333333,0.341983012666391,3.0,5.400000000000002,2.400000000000002
4736,False,16,1,-6,1.0,-6,6,0.01,-7,0,1,False,0,0.6875,0.3095695936834452,-6.0,-6.87,-0.8700000000000001
4737,False,15,1,10,1.0,10,25,0.6,-11,0,1,False,0,0.2548148148148148,0.2557096383893202,10.0,10.6,0.5999999999999996
4737,True,15,2,10,1.0,10,25,0.6,-11,0,1,False,0,0.3066666666666667,0.2914659173083209,10.0,10.6,0.5999999999999996
4738,False,15,1,1,1.0,1,23,0.05,0,0,1,False,0,0.5047619047619047,0.2705499564065102,1.0,1.1500000000000001,0.15000000000000013
4738,True,15,2,1,1.0,1,23,0.05,0,0,1,False,0,0.3466666666666667,0.3814758308514571,1.0,1.1500000000000001,0.15000000000000013
4739,True,18,5,15,1.0,15,17,0.99,14,0,1,False,0,0.8333333333333334,0.2765331593774861,15.0,16.97,1.9699999999999989
4740,False,15,1,27,0.1,-1,29,0.4,-13,3,5,False,0,0.4,0.3703280399090206,1.8000000000000003,3.8000000000000016,2.0000000000000013
4740,True,15,3,27,0.1,-1,29,0.4,-13,3,5,False,0,0.6266666666666667,0.3104528182847635,1.8000000000000003,3.8000000000000016,2.0000000000000013
4741,False,15,1,40,0.01,-5,32,0.25,-20,0,1,True,0,0.6266666666666667,0.3453086955726647,-4.55,-7.0,-2.45
4743,True,18,2,6,0.99,-5,8,0.99,4,1,8,True,-1,0.9000000000000001,0.1414213562373094,5.89,7.96,2.0700000000000003
4744,True,18,3,24,1.0,24,33,0.75,5,2,2,False,0,0.6555555555555556,0.3617314932413465,24.0,26.0,2.0
4747,True,19,2,-4,1.0,-4,75,0.25,-31,1,6,False,0,0.4736842105263158,0.3413081131033592,-4.0,-4.5,-0.5
4748,True,16,5,23,1.0,23,46,0.6,-12,0,1,False,0,0.4125,0.212524508390601,23.0,22.799999999999997,-0.20000000000000284
4749,True,18,2,-2,1.0,-2,-2,1.0,-2,1,4,True,0,0.5333333333333332,0.3694192580731196,-2.0,-2.0,0.0
4751,True,16,2,40,0.01,-4,2,0.6,-4,1,4,False,0,0.8125,0.2473189573539939,-3.56,-0.40000000000000013,3.16
4753,False,15,1,25,1.0,25,30,0.6,17,0,1,False,0,0.3066666666666666,0.4267261863247181,25.0,24.8,-0.1999999999999993
4753,True,15,2,25,1.0,25,30,0.6,17,0,1,False,0,0.36,0.3480558247506528,25.0,24.8,-0.1999999999999993
4754,False,15,1,25,0.6,13,23,0.5,20,0,1,False,0,0.6266666666666667,0.376955220278534,20.2,21.5,1.3000000000000007
4754,True,17,4,25,0.6,13,23,0.5,20,0,1,False,0,0.7764705882352941,0.3072649747463618,20.2,21.5,1.3000000000000007
4755,False,15,1,12,1.0,12,68,0.1,2,0,1,True,0,0.6666666666666666,0.3677473252630061,12.0,8.600000000000001,-3.3999999999999986
4755,True,15,2,12,1.0,12,68,0.1,2,0,1,True,0,0.5466666666666666,0.4033195589934446,12.0,8.600000000000001,-3.3999999999999986
4756,True,18,2,30,0.05,21,20,0.99,1,0,1,True,0,0.0777777777777777,0.1215369977828371,21.45,19.810000000000002,-1.639999999999997
4758,True,18,5,29,1.0,29,102,0.5,-40,0,1,False,0,0.4666666666666667,0.3564531154716027,29.0,31.0,2.0
4759,False,16,1,73,0.1,14,54,0.5,-18,0,1,False,0,0.275,0.3336665001664586,19.9,18.0,-1.8999999999999986
4759,True,16,5,73,0.1,14,54,0.5,-18,0,1,False,0,0.35,0.3540244812627134,19.9,18.0,-1.8999999999999986
4760,False,16,1,1,1.0,1,1,0.6,-1,0,1,True,0,0.175,0.3172801075810879,1.0,0.19999999999999996,-0.8
4760,True,15,3,1,1.0,1,1,0.6,-1,0,1,True,0,0.0533333333333333,0.159761727343596,1.0,0.19999999999999996,-0.8
4762,False,16,1,-3,1.0,-3,59,0.1,-9,0,1,False,0,0.6125,0.4702836023791034,-3.0,-2.1999999999999993,0.8000000000000007
4762,True,15,2,-3,1.0,-3,59,0.1,-9,0,1,False,0,0.56,0.3480558247506528,-3.0,-2.1999999999999993,0.8000000000000007
4763,False,16,1,30,1.0,30,57,0.2,21,3,6,False,0,0.4625,0.3630886025935451,30.0,28.200000000000003,-1.7999999999999972
4764,False,16,1,-5,1.0,-5,10,0.75,-49,2,3,False,0,0.6458333333333334,0.393064880140671,-5.0,-4.75,0.25
4765,True,19,4,-8,1.0,-8,45,0.4,-41,0,1,False,0,0.6526315789473686,0.3702377930355205,-8.0,-6.599999999999998,1.4000000000000021
4766,True,18,4,23,0.6,-39,-1,0.9,-26,0,1,False,0,0.4,0.3819454842528924,-1.8000000000000025,-3.4999999999999996,-1.699999999999997
4768,True,18,3,13,1.0,13,30,0.05,13,0,1,False,0,0.9222222222222224,0.1699673171197595,13.0,13.85,0.8499999999999996
4769,True,19,2,22,1.0,22,45,0.25,18,2,3,False,0,0.5263157894736842,0.3540905490959401,22.0,24.75,2.75
4770,True,19,2,69,0.2,9,28,0.6,10,1,4,False,0,0.6210526315789474,0.3457342386034251,21.0,20.8,-0.1999999999999993
4774,False,15,1,46,0.6,-6,25,1.0,25,1,4,False,0,0.6,0.4208834246473209,25.199999999999996,25.0,-0.19999999999999574
4774,True,17,5,46,0.6,-6,25,1.0,25,1,4,False,0,0.5411764705882353,0.3792407275224599,25.199999999999996,25.0,-0.19999999999999574
4775,False,15,1,8,1.0,8,38,0.5,-17,1,2,False,0,0.6000000000000001,0.3464101615137755,8.0,10.5,2.5
4778,False,15,1,19,1.0,19,86,0.2,2,0,1,False,0,0.4400000000000001,0.264034629763381,19.0,18.8,-0.1999999999999993
4778,True,15,5,19,1.0,19,86,0.2,2,0,1,False,0,0.28,0.3363671463488329,19.0,18.8,-0.1999999999999993
4779,False,16,1,3,0.4,-7,48,0.1,-9,0,1,True,1,0.85,0.2250925735484552,-3.0,-3.299999999999999,-0.29999999999999893
4779,True,16,2,3,0.4,-7,48,0.1,-9,0,1,True,1,0.7125,0.3997916123849191,-3.0,-3.299999999999999,-0.29999999999999893
4780,True,19,3,29,0.5,23,32,0.01,23,1,6,True,0,0.7157894736842105,0.3004869342597423,26.0,23.09,-2.91
4781,False,16,1,16,0.5,-22,30,0.2,-13,0,1,False,0,0.2375,0.2753785273643051,-3.0,-4.4,-1.4000000000000004
4782,True,16,4,28,1.0,28,39,0.25,23,2,5,False,0,0.5625,0.4333974311568233,28.0,27.0,-1.0
4784,False,15,1,14,0.9,6,88,0.4,-41,1,2,False,0,0.3333333333333333,0.3352326839390103,13.2,10.600000000000005,-2.5999999999999943
4784,True,17,5,14,0.9,6,88,0.4,-41,1,2,False,0,0.5294117647058822,0.3312187832127597,13.2,10.600000000000005,-2.5999999999999943
4791,True,19,4,9,1.0,9,14,0.9,-38,1,6,False,0,0.7368421052631579,0.2752988806446741,9.0,8.8,-0.1999999999999993
4798,False,16,1,-8,0.05,-10,13,0.4,-23,0,1,True,1,0.7625000000000001,0.3442382895611701,-9.9,-8.599999999999998,1.3000000000000025
4798,True,17,5,-8,0.05,-10,13,0.4,-23,0,1,True,1,0.6588235294117647,0.3063062673400019,-9.9,-8.599999999999998,1.3000000000000025
4803,True,16,3,25,1.0,25,66,0.1,19,0,1,False,0,0.2875,0.3180670788790733,25.0,23.700000000000003,-1.2999999999999972
4804,False,17,1,2,1.0,2,12,0.6,-19,1,6,False,0,0.3764705882352941,0.3733788487660789,2.0,-0.40000000000000124,-2.4000000000000012
4804,True,15,3,2,1.0,2,12,0.6,-19,1,6,False,0,0.68,0.3004758131459407,2.0,-0.40000000000000124,-2.4000000000000012
4805,True,16,4,24,1.0,24,77,0.2,14,1,2,True,0,0.625,0.3492849839314596,24.0,26.6,2.6000000000000014
4808,False,16,1,-7,1.0,-7,76,0.05,-8,1,6,True,0,0.8625,0.2276693508870558,-7.0,-3.7999999999999994,3.2000000000000006
4808,True,16,2,-7,1.0,-7,76,0.05,-8,1,6,True,0,0.8500000000000001,0.2683281572999748,-7.0,-3.7999999999999994,3.2000000000000006
4810,True,16,5,16,1.0,16,26,0.6,8,0,1,False,0,0.5750000000000001,0.3255764119219941,16.0,18.8,2.8000000000000007
4811,True,16,3,11,1.0,11,41,0.1,6,0,1,False,0,0.3750000000000001,0.3415650255319866,11.0,9.5,-1.5
4812,True,20,4,-1,0.4,-9,4,0.25,-8,0,1,False,0,0.7300000000000002,0.2921787484616765,-5.8,-5.0,0.7999999999999998
4813,True,16,3,5,1.0,5,12,0.8,-18,1,4,True,0,0.6625,0.3703601850451351,5.0,6.000000000000002,1.0000000000000018
4814,True,16,4,23,1.0,23,88,0.25,-1,3,3,False,0,0.5874999999999999,0.3537890143385838,23.0,21.25,-1.75
4815,True,16,5,1,1.0,1,4,0.9,-31,1,2,False,0,0.675,0.3642343567906062,1.0,0.5000000000000009,-0.4999999999999991
4819,False,15,1,25,1.0,25,28,0.99,7,0,1,False,0,0.5866666666666667,0.4172472146045292,25.0,27.79,2.789999999999999
4819,True,17,4,25,1.0,25,28,0.99,7,0,1,False,0,0.8588235294117648,0.2717048571736705,25.0,27.79,2.789999999999999
4820,False,15,1,36,0.4,-34,-6,1.0,-6,1,4,False,0,0.36,0.4084815085865489,-5.999999999999998,-6.0,-1.7763568394002505e-15
4820,True,15,2,36,0.4,-34,-6,1.0,-6,1,4,False,0,0.3200000000000001,0.3447566429485338,-5.999999999999998,-6.0,-1.7763568394002505e-15
4821,False,16,1,-1,1.0,-1,16,0.1,-3,1,4,False,0,0.575,0.4057914078275521,-1.0,-1.1,-0.10000000000000009
4821,True,18,3,-1,1.0,-1,16,0.1,-3,1,4,False,0,0.4,0.3819454842528924,-1.0,-1.1,-0.10000000000000009
4822,False,15,1,29,1.0,29,89,0.1,21,1,8,False,0,0.6666666666666666,0.4117326918327103,29.0,27.800000000000004,-1.1999999999999957
4822,True,15,4,29,1.0,29,89,0.1,21,1,8,False,0,0.4933333333333334,0.384460041889302,29.0,27.800000000000004,-1.1999999999999957
4828,True,16,4,11,0.99,7,11,1.0,11,0,1,False,0,0.7250000000000001,0.3415650255319866,10.96,11.0,0.03999999999999915
4831,False,16,1,1,1.0,1,12,0.75,-29,0,1,False,0,0.4375000000000001,0.3442382895611701,1.0,1.75,0.75
4831,True,18,4,1,1.0,1,12,0.75,-29,0,1,False,0,0.5555555555555556,0.3467873093244572,1.0,1.75,0.75
4833,False,17,1,28,1.0,28,29,0.95,13,1,6,True,0,0.5294117647058824,0.3869184440588755,28.0,28.2,0.1999999999999993
4834,False,17,1,13,1.0,13,36,0.2,7,2,2,False,0,0.5294117647058824,0.4355523876101946,13.0,12.8,-0.1999999999999993
4834,True,17,4,13,1.0,13,36,0.2,7,2,2,False,0,0.4588235294117648,0.4108814055317722,13.0,12.8,-0.1999999999999993
4835,True,16,3,16,1.0,16,30,0.25,11,2,2,False,0,0.625,0.3336665001664586,16.0,15.75,-0.25
4837,False,17,1,41,0.2,25,63,0.2,18,0,1,False,0,0.5660130718954248,0.4418058932940008,28.200000000000003,27.0,-1.2000000000000028
4837,True,17,5,41,0.2,25,63,0.2,18,0,1,False,0,0.4941176470588237,0.4069253436370333,28.200000000000003,27.0,-1.2000000000000028
4838,True,16,5,1,1.0,1,12,0.8,-47,0,1,False,0,0.5375,0.3981205847478877,1.0,0.20000000000000284,-0.7999999999999972
4839,False,16,1,63,0.2,4,56,0.6,-48,0,1,False,-1,0.2875,0.3180670788790733,15.8,14.399999999999999,-1.4000000000000021
4839,True,18,5,63,0.2,4,56,0.6,-48,0,1,False,-1,0.2555555555555555,0.2727252921298651,15.8,14.399999999999999,-1.4000000000000021
4840,True,19,2,23,1.0,23,31,0.8,5,0,1,False,0,0.5052631578947371,0.4235743201356317,23.0,25.8,2.8000000000000007
4841,False,17,1,28,0.99,13,73,0.6,-47,1,6,False,-1,0.2588235294117647,0.344707889976085,27.849999999999998,24.999999999999996,-2.8500000000000014
4841,True,16,5,28,0.99,13,73,0.6,-47,1,6,False,-1,0.3375,0.3480900266693469,27.849999999999998,24.999999999999996,-2.8500000000000014
4842,False,16,1,16,1.0,16,101,0.25,-12,1,8,False,0,0.3625,0.3518996068956789,16.0,16.25,0.25
4842,True,17,5,16,1.0,16,101,0.25,-12,1,8,False,0,0.4352941176470588,0.3951916884098593,16.0,16.25,0.25
4843,False,15,1,26,0.5,-34,46,0.2,-20,1,2,False,0,0.3066666666666666,0.3011090610836324,-4.0,-6.799999999999999,-2.799999999999999
4843,True,17,3,26,0.5,-34,46,0.2,-20,1,2,False,0,0.3529411764705882,0.2960524595802734,-4.0,-6.799999999999999,-2.799999999999999
4847,False,31,1,5,0.9,-24,17,0.5,-17,1,6,False,0,0.5870967741935484,0.3575303581365467,2.1000000000000005,0.0,-2.1000000000000005
4847,True,16,2,5,0.9,-24,17,0.5,-17,1,6,False,0,0.6,0.3502380143083653,2.1000000000000005,0.0,-2.1000000000000005
4848,True,16,3,-1,1.0,-1,115,0.25,-40,0,1,True,0,0.7749999999999999,0.3415650255319866,-1.0,-1.25,-0.25
4850,False,16,1,62,0.5,-14,42,0.2,22,1,6,False,0,0.45,0.4531372124791048,24.0,26.0,2.0
4850,True,17,5,62,0.5,-14,42,0.2,22,1,6,False,0,0.6117647058823528,0.3568654384729216,24.0,26.0,2.0
4851,True,16,4,47,0.1,9,26,0.75,-32,0,1,True,0,0.2625,0.307408522978788,12.8,11.5,-1.3000000000000007
4852,True,19,3,37,0.05,-2,3,0.25,-2,0,1,False,0,0.4736842105263158,0.3783621211707669,-0.04999999999999982,-0.75,-0.7000000000000002
4853,True,16,2,23,1.0,23,25,0.6,15,0,1,False,0,0.3875000000000001,0.3052321520853704,23.0,21.0,-2.0
4854,False,16,1,18,1.0,18,103,0.4,-44,0,1,False,0,0.3375,0.3703601850451351,18.0,14.800000000000004,-3.1999999999999957
4854,True,18,4,18,1.0,18,103,0.4,-44,0,1,False,0,0.3555555555555556,0.2874271717930776,18.0,14.800000000000004,-3.1999999999999957
4863,False,16,1,8,1.0,8,95,0.4,-49,0,1,False,0,0.375,0.3255764119219941,8.0,8.600000000000001,0.6000000000000014
4863,True,17,5,8,1.0,8,95,0.4,-49,0,1,False,0,0.2705882352941177,0.2823223022592108,8.0,8.600000000000001,0.6000000000000014
4866,False,16,1,25,1.0,25,42,0.1,25,0,1,False,0,0.7250000000000001,0.3415650255319866,25.0,26.7,1.6999999999999993
4866,True,16,4,25,1.0,25,42,0.1,25,0,1,False,0,0.7375000000000002,0.2895398648430528,25.0,26.7,1.6999999999999993
4868,False,15,1,4,1.0,4,5,0.95,3,2,2,False,0,0.5733333333333335,0.3990464825532174,4.0,4.9,0.9000000000000004
4870,False,15,1,11,1.0,11,15,0.1,12,0,1,False,0,0.7733333333333333,0.3011090610836324,11.0,12.3,1.3000000000000007
4870,True,15,2,11,1.0,11,15,0.1,12,0,1,False,0,0.8000000000000002,0.2725540575476987,11.0,12.3,1.3000000000000007
4871,True,17,5,-10,1.0,-10,66,0.01,-9,0,1,True,0,0.9529411764705884,0.1124591429076774,-10.0,-8.25,1.75
4873,True,16,5,73,0.1,17,34,0.01,25,1,2,True,-1,0.875,0.2720294101747088,22.6,25.09,2.4899999999999984
4874,True,18,2,2,1.0,2,31,0.01,5,0,1,True,0,0.9111111111111112,0.1843554395849907,2.0,5.26,3.26
4875,False,15,1,27,0.9,27,27,0.9,14,0,1,True,0,0.1866666666666666,0.2875181153713043,27.0,25.7,-1.3000000000000007
4876,False,16,1,24,0.95,-24,60,0.25,7,0,1,False,0,0.4375000000000001,0.4145278438577236,21.599999999999994,20.25,-1.3499999999999943
4876,True,16,2,24,0.95,-24,60,0.25,7,0,1,False,0,0.45,0.3759432581299117,21.599999999999994,20.25,-1.3499999999999943
4877,True,16,5,2,1.0,2,8,0.25,-3,0,1,False,0,0.1375,0.2604483314082341,2.0,-0.25,-2.25
4880,False,16,1,26,1.0,26,40,0.8,-23,0,1,False,0,0.425,0.3991657967979387,26.0,27.400000000000002,1.4000000000000021
4880,True,17,2,26,1.0,26,40,0.8,-23,0,1,False,0,0.4352941176470588,0.3334313581357268,26.0,27.400000000000002,1.4000000000000021
4881,False,16,1,0,1.0,0,3,0.9,-16,2,8,True,0,0.8125,0.3461695153148719,0.0,1.1000000000000005,1.1000000000000005
4881,True,15,4,0,1.0,0,3,0.9,-16,2,8,True,0,0.7466666666666667,0.2875181153713043,0.0,1.1000000000000005,1.1000000000000005
4882,True,19,5,72,0.05,1,5,1.0,5,2,6,False,0,0.5789473684210525,0.3765028365961036,4.55,5.0,0.4500000000000002
4883,False,16,1,13,1.0,13,66,0.5,-43,0,1,False,0,0.3750000000000001,0.3855731664245667,13.0,11.5,-1.5
4883,True,16,5,13,1.0,13,66,0.5,-43,0,1,False,0,0.375,0.4250490167812021,13.0,11.5,-1.5
4885,True,16,5,8,1.0,8,13,0.95,-22,0,1,False,0,0.5249999999999999,0.4553387017741117,8.0,11.249999999999998,3.2499999999999982
4888,True,16,3,9,1.0,9,9,0.9,2,0,1,False,0,0.1375,0.2156385865284782,9.0,8.299999999999999,-0.7000000000000011
4889,True,16,5,25,0.99,24,98,0.5,-46,0,1,True,0,0.175,0.2816617356570348,24.990000000000002,26.0,1.009999999999998
4892,True,18,4,2,1.0,2,6,0.8,-29,0,1,False,0,0.3444444444444444,0.3929110395080803,2.0,-0.9999999999999982,-2.9999999999999982
4894,True,17,2,6,1.0,6,67,0.4,-32,0,1,False,0,0.4470588235294118,0.4331824775121097,6.0,7.600000000000001,1.6000000000000014
4895,True,16,3,-5,1.0,-5,19,0.6,-36,0,1,True,0,0.65,0.3829708431025353,-5.0,-3.0,2.0
4896,True,19,3,29,0.8,-6,22,1.0,22,1,4,False,0,0.5368421052631579,0.3832761208258631,22.000000000000004,22.0,-3.552713678800501e-15
4897,True,17,3,75,0.01,17,41,0.05,18,0,1,True,1,0.6823529411764706,0.3609627649038871,17.58,19.15,1.5700000000000003
4898,False,17,1,21,1.0,21,35,0.25,14,0,1,True,0,0.5176470588235293,0.3395498750508661,21.0,19.25,-1.75
4898,True,16,2,21,1.0,21,35,0.25,14,0,1,True,0,0.6124999999999999,0.3685557397915997,21.0,19.25,-1.75
4901,True,16,3,6,1.0,6,6,1.0,6,1,4,True,0,0.525,0.3924283374069717,6.0,6.0,0.0
4902,True,18,4,32,0.2,7,13,0.99,4,0,1,False,0,0.7333333333333334,0.2910427500435996,12.0,12.91,0.9100000000000001
4903,False,17,1,39,0.2,5,55,0.25,1,0,1,True,0,0.5294117647058824,0.3531372004659678,11.8,14.5,2.6999999999999993
4903,True,30,5,39,0.2,5,55,0.25,1,0,1,True,0,0.5,0.3005741632047021,11.8,14.5,2.6999999999999993
4907,True,19,4,18,1.0,18,48,0.5,-16,1,8,False,0,0.4315789473684211,0.4014593262626674,18.0,16.0,-2.0
4908,True,16,3,3,0.8,-2,15,0.2,1,0,1,False,1,0.6499999999999999,0.409878030638384,2.0000000000000004,3.8,1.7999999999999994
4909,False,17,1,20,1.0,20,38,0.05,21,0,1,True,0,0.7999999999999999,0.33166247903554,20.0,21.849999999999998,1.8499999999999979
4909,True,16,3,20,1.0,20,38,0.05,21,0,1,True,0,0.85,0.3055050463303893,20.0,21.849999999999998,1.8499999999999979
4916,False,15,1,16,0.75,16,32,0.6,-16,1,6,False,0,0.2933333333333333,0.3283436063174123,16.0,12.799999999999999,-3.200000000000001
4916,True,15,4,16,0.75,16,32,0.6,-16,1,6,False,0,0.4666666666666667,0.3518657752744984,16.0,12.799999999999999,-3.200000000000001
4920,True,16,5,19,0.6,-6,12,0.95,9,0,1,False,0,0.7625000000000002,0.3518996068956789,9.0,11.85,2.8499999999999996
4921,False,16,1,24,0.99,10,49,0.4,4,0,1,False,0,0.3,0.2633122354417533,23.86,22.0,-1.8599999999999994
4923,True,18,3,16,0.8,-23,81,0.25,-16,1,8,True,0,0.6000000000000001,0.3143620991973503,8.200000000000003,8.25,0.04999999999999716
4925,False,16,1,100,0.25,-9,40,0.5,3,1,6,True,0,0.65,0.3055050463303893,18.25,21.5,3.25
4925,True,15,3,100,0.25,-9,40,0.5,3,1,6,True,0,0.7466666666666666,0.2875181153713043,18.25,21.5,3.25
4926,False,16,1,6,0.8,0,12,0.05,7,0,1,False,0,0.8374999999999999,0.2093641166325628,4.800000000000001,7.25,2.4499999999999993
4928,False,15,1,28,1.0,28,78,0.4,-2,0,1,True,0,0.5066666666666666,0.3844600418893019,28.0,30.000000000000004,2.0000000000000036
4928,True,15,3,28,1.0,28,78,0.4,-2,0,1,True,0,0.5333333333333333,0.3829708431025353,28.0,30.000000000000004,2.0000000000000036
4930,True,16,4,-5,1.0,-5,16,0.6,-34,0,1,False,0,0.7374999999999999,0.280178514522438,-5.0,-4.000000000000002,0.9999999999999982
4934,True,18,2,25,0.5,13,87,0.2,6,3,3,False,0,0.4333333333333333,0.3646109933485114,19.0,22.200000000000003,3.200000000000003
4935,True,16,5,42,0.1,6,15,0.9,-8,0,1,False,0,0.475,0.3642343567906063,9.600000000000001,12.7,3.099999999999998
4936,True,16,2,62,0.6,-41,24,0.99,-25,2,2,False,0,0.6875,0.2825479310370779,20.799999999999994,23.509999999999998,2.7100000000000044
4937,True,16,5,17,0.25,-11,4,0.5,-13,0,1,False,0,0.475,0.405791407827552,-4.0,-4.5,-0.5
4939,True,16,2,52,0.5,-18,17,1.0,17,0,1,False,0,0.4500000000000001,0.2875181153713043,17.0,17.0,0.0
4940,True,18,3,1,1.0,1,9,0.25,1,0,1,True,0,0.9444444444444444,0.19165600993392,1.0,3.0,2.0
4942,True,16,3,29,1.0,29,33,0.8,20,1,8,False,0,0.8000000000000002,0.282842712474619,29.0,30.400000000000002,1.4000000000000021
4943,True,15,3,27,1.0,27,108,0.25,3,1,8,False,0,0.5066666666666667,0.3844600418893019,27.0,29.25,2.25
4944,True,19,3,28,1.0,28,82,0.6,-49,0,1,False,0,0.2421052631578948,0.2795150353214657,28.0,29.599999999999994,1.5999999999999943
