bRate,A,B
0.6352941176470588,"[[0.6000000000000001, 47.0], [0.4, -38.0]]","[[0.8, 0.0], [0.0015624999999999999, 35.5], [0.010937500000000001, 36.5], [0.0328125, 37.5], [0.0546875, 38.5], [0.0546875, 39.5], [0.0328125, 40.5], [0.010937500000000001, 41.5], [0.0015624999999999999, 42.5]]"
0.0941176470588235,"[[1.0, 29.0], [0.0, 29.0]]","[[0.8, 21.0], [0.2, 27.0]]"
0.2,"[[1.0, 30.0], [0.0, 30.0]]","[[0.9, 22.0], [0.1, 23.0]]"
0.3750000000000001,"[[1.0, 2.0], [0.0, 2.0]]","[[0.8, -18.0], [0.1, 90.0], [0.05, 88.0], [0.025, 84.0], [0.0125, 76.0], [0.00625, 60.0], [0.0031249999999999997, 28.0], [0.003124999999999, -36.0]]"
0.3578947368421053,"[[0.75, 3.0], [0.25, -21.0]]","[[0.99, -10.0], [0.01, 26.0]]"
0.4210526315789473,"[[0.05, 109.0], [0.9500000000000001, 9.0]]","[[0.9, 13.0], [0.1, 34.0]]"
0.5764705882352942,"[[1.0, 5.0], [0.0, 5.0]]","[[0.9500000000000001, 2.0], [0.05, 40.0]]"
0.24,"[[0.6000000000000001, 16.0], [0.4, -22.0]]","[[0.05, -8.0], [0.9500000000000001, -1.0]]"
0.2888888888888889,"[[0.75, -2.0], [0.25, -34.0]]","[[0.01, -32.0], [0.99, -15.0]]"
0.3047619047619048,"[[0.2, 33.0], [0.8, 20.0]]","[[0.8, 13.0], [0.2, 42.0]]"
0.4947368421052633,"[[0.8, 31.0], [0.199999999999999, 10.0]]","[[0.199999999999999, -14.0], [0.8, 41.0]]"
0.7238095238095238,"[[1.0, 23.0], [0.0, 23.0]]","[[0.5, 8.0], [0.5, 43.0]]"
0.4352941176470588,"[[0.2, 87.0], [0.8, 7.0]]","[[0.25, 4.0], [0.375, 29.5], [0.375, 30.5]]"
0.2,"[[1.0, -7.0], [0.0, -7.0]]","[[0.199999999999999, -12.0], [0.00625, -13.5], [0.043750000000000004, -12.5], [0.13125, -11.5], [0.21875000000000003, -10.5], [0.21875000000000003, -9.5], [0.13125, -8.5], [0.043750000000000004, -7.5], [0.00625, -6.5]]"
0.59,"[[0.4, 68.0], [0.6000000000000001, -2.0]]","[[0.05, 18.0], [0.0074218750000000005, 17.5], [0.051953124999999004, 18.5], [0.15585937500000002, 19.5], [0.259765625, 20.5], [0.259765625, 21.5], [0.15585937500000002, 22.5], [0.051953124999999004, 23.5], [0.0074218750000000005, 24.5]]"
0.4352941176470589,"[[1.0, 13.0], [0.0, 13.0]]","[[0.5, -33.0], [0.5, 62.0]]"
0.7176470588235294,"[[0.25, 51.0], [0.75, -9.0]]","[[0.6000000000000001, 8.0], [0.05, 13.5], [0.15000000000000002, 14.5], [0.15000000000000002, 15.5], [0.05, 16.5]]"
0.3529411764705883,"[[1.0, 20.0], [0.0, 20.0]]","[[0.6000000000000001, -1.0], [0.4, 49.0]]"
0.7263157894736844,"[[1.0, 29.0], [0.0, 29.0]]","[[0.099999999999999, -22.0], [0.1125, 38.5], [0.3375, 39.5], [0.3375, 40.5], [0.1125, 41.5]]"
0.2,"[[1.0, 11.0], [0.0, 11.0]]","[[0.4, 2.0], [0.075, 3.5], [0.224999999999999, 4.5], [0.224999999999999, 5.5], [0.075, 6.5]]"
0.7176470588235294,"[[0.8, 34.0], [0.199999999999999, -17.0]]","[[0.01, 4.0], [0.99, 26.0]]"
0.26,"[[1.0, 3.0], [0.0, 3.0]]","[[0.6000000000000001, 2.0], [0.4, 3.0]]"
0.4,"[[1.0, 27.0], [0.0, 27.0]]","[[0.9500000000000001, 23.0], [0.000390625, 30.5], [0.0027343750000000003, 31.5], [0.008203125, 32.5], [0.013671875, 33.5], [0.013671875, 34.5], [0.008203125, 35.5], [0.0027343750000000003, 36.5], [0.000390625, 37.5]]"
0.3294117647058825,"[[0.99, 26.0], [0.01, 26.0]]","[[0.4, -30.0], [0.6000000000000001, 67.0]]"
0.5647058823529413,"[[0.05, 68.0], [0.9500000000000001, 6.0]]","[[0.099999999999999, 10.0], [0.00703125, 13.5], [0.04921875, 14.5], [0.14765625000000002, 15.5], [0.24609375, 16.5], [0.24609375, 17.5], [0.14765625000000002, 18.5], [0.04921875, 19.5], [0.00703125, 20.5]]"
0.4823529411764706,"[[0.25, 30.0], [0.75, 11.0]]","[[0.5, 20.0], [0.25, 18.0], [0.125, 14.0], [0.0625, 6.0], [0.0625, -10.0]]"
0.5764705882352941,"[[0.9500000000000001, 2.0], [0.05, -37.0]]","[[0.9500000000000001, -2.0], [0.025, 10.0], [0.0125, 12.0], [0.00625, 16.0], [0.00625, 24.0]]"
0.8133333333333334,"[[1.0, -9.0], [0.0, -9.0]]","[[0.25, -19.0], [0.0234375, -2.5], [0.1171875, -1.5], [0.234375, -0.5], [0.234375, 0.5], [0.1171875, 1.5], [0.0234375, 2.5]]"
0.6588235294117647,"[[1.0, -1.0], [0.0, -1.0]]","[[0.199999999999999, -42.0], [0.8, 10.0]]"
0.7066666666666668,"[[0.5, 53.0], [0.5, -3.0]]","[[0.8, 29.0], [0.2, 85.0]]"
0.52,"[[1.0, 27.0], [0.0, 27.0]]","[[0.5, -1.0], [0.5, 49.0]]"
0.6666666666666666,"[[1.0, 0.0], [0.0, 0.0]]","[[0.01, -7.0], [0.495, -2.0], [0.24750000000000003, 0.0], [0.12375000000000001, 4.0], [0.12375000000000001, 12.0]]"
0.5333333333333333,"[[0.99, 3.0], [0.01, 1.0]]","[[0.05, -10.0], [0.9500000000000001, 16.0]]"
0.7300000000000001,"[[0.6000000000000001, 22.0], [0.4, 0.0]]","[[0.75, 2.0], [0.125, 87.0], [0.0625, 89.0], [0.03125, 93.0], [0.03125, 101.0]]"
0.1058823529411764,"[[1.0, 23.0], [0.0, 23.0]]","[[0.5, 17.0], [0.5, 23.0]]"
0.6,"[[1.0, 8.0], [0.0, 8.0]]","[[0.05, -17.0], [0.47500000000000003, 8.0], [0.23750000000000002, 10.0], [0.11875000000000001, 14.0], [0.059375, 22.0], [0.0296875, 38.0], [0.014843750000000001, 70.0], [0.014843750000000001, 134.0]]"
0.9222222222222224,"[[0.1, 32.0], [0.9, 28.0]]","[[0.99, 37.0], [0.01, 79.0]]"
0.0875,"[[0.01, 37.0], [0.99, 11.0]]","[[0.05, 8.0], [0.0296875, 5.5], [0.1484375, 6.5], [0.296875, 7.5], [0.296875, 8.5], [0.1484375, 9.5], [0.0296875, 10.5]]"
0.6375,"[[0.4, 30.0], [0.6000000000000001, 15.0]]","[[0.75, 25.0], [0.125, 51.5], [0.125, 52.5]]"
0.56,"[[1.0, 22.0], [0.0, 22.0]]","[[0.75, 9.0], [0.125, 45.5], [0.125, 46.5]]"
0.6125000000000002,"[[0.9500000000000001, -7.0], [0.05, -12.0]]","[[0.9500000000000001, -11.0], [0.025, 78.0], [0.025, 76.0]]"
0.8375,"[[1.0, 29.0], [0.0, 29.0]]","[[0.6000000000000001, 35.0], [0.4, 42.0]]"
0.125,"[[0.8, 28.0], [0.199999999999999, 17.0]]","[[0.9, 14.0], [0.05, 26.0], [0.025, 24.0], [0.0125, 20.0], [0.00625, 12.0], [0.0031249999999999997, -4.0], [0.003124999999999, -36.0]]"
0.95,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9500000000000001, 15.0], [0.025, 22.0], [0.025, 20.0]]"
0.6117647058823529,"[[0.9500000000000001, -5.0], [0.05, -5.0]]","[[0.4, -22.0], [0.30000000000000004, 4.5], [0.30000000000000004, 5.5]]"
0.4375000000000001,"[[0.6000000000000001, 31.0], [0.4, 1.0]]","[[0.4, -41.0], [0.018750000000000003, 46.5], [0.09375000000000001, 47.5], [0.1875, 48.5], [0.1875, 49.5], [0.09375000000000001, 50.5], [0.018750000000000003, 51.5]]"
0.725,"[[0.75, 55.0], [0.25, -49.0]]","[[0.199999999999999, 6.0], [0.8, 43.0]]"
0.7250000000000001,"[[1.0, 30.0], [0.0, 30.0]]","[[0.25, 19.0], [0.375, 41.0], [0.375, 39.0]]"
0.4625,"[[1.0, 10.0], [0.0, 10.0]]","[[0.099999999999999, -35.0], [0.9, 13.0]]"
0.55,"[[1.0, -10.0], [0.0, -10.0]]","[[0.5, -29.0], [0.5, 0.0]]"
0.4533333333333333,"[[0.5, 42.0], [0.5, -38.0]]","[[0.6000000000000001, -29.0], [0.4, 50.0]]"
0.075,"[[0.01, 26.0], [0.99, -5.0]]","[[1.0, -5.0]]"
0.8533333333333333,"[[1.0, 26.0], [0.0, 26.0]]","[[0.75, 26.0], [0.25, 39.0]]"
0.7555555555555555,"[[1.0, 17.0], [0.0, 17.0]]","[[0.6000000000000001, 17.0], [0.0125, 25.5], [0.0625, 26.5], [0.125, 27.5], [0.125, 28.5], [0.0625, 29.5], [0.0125, 30.5]]"
0.2133333333333333,"[[0.01, 19.0], [0.99, 2.0]]","[[0.6000000000000001, -2.0], [0.2, 15.0], [0.1, 13.0], [0.05, 9.0], [0.025, 1.0], [0.0125, -15.0], [0.012499999999999001, -47.0]]"
0.1411764705882353,"[[1.0, 10.0], [0.0, 10.0]]","[[0.9500000000000001, 7.0], [0.05, 9.0]]"
0.6588235294117647,"[[1.0, 24.0], [0.0, 24.0]]","[[0.05, 20.0], [0.47500000000000003, 24.5], [0.47500000000000003, 25.5]]"
0.7124999999999999,"[[1.0, 26.0], [0.0, 26.0]]","[[0.05, 14.0], [0.9500000000000001, 32.0]]"
0.7647058823529411,"[[1.0, 16.0], [0.0, 16.0]]","[[0.25, 16.0], [0.75, 20.0]]"
0.4111111111111112,"[[0.01, 106.0], [0.99, 8.0]]","[[0.75, -4.0], [0.03125, 42.5], [0.09375000000000001, 43.5], [0.09375000000000001, 44.5], [0.03125, 45.5]]"
0.4545454545454544,"[[0.25, 93.0], [0.75, -43.0]]","[[0.99, -17.0], [0.01, 31.0]]"
0.4125,"[[1.0, 24.0], [0.0, 24.0]]","[[0.75, 9.0], [0.125, 93.0], [0.0625, 95.0], [0.0625, 99.0]]"
0.4125,"[[0.25, 65.0], [0.75, -2.0]]","[[0.01, -17.0], [0.495, 10.0], [0.49500000000000005, 8.0]]"
0.3,"[[1.0, -10.0], [0.0, -10.0]]","[[0.99, -15.0], [0.01, 94.0]]"
0.52,"[[1.0, 27.0], [0.0, 27.0]]","[[0.6000000000000001, 18.0], [0.2, 43.0], [0.1, 41.0], [0.05, 37.0], [0.025, 29.0], [0.0125, 13.0], [0.012499999999999001, -19.0]]"
0.4875,"[[0.25, 28.0], [0.75, 7.0]]","[[0.05, -18.0], [0.9500000000000001, 17.0]]"
0.5647058823529412,"[[1.0, 12.0], [0.0, 12.0]]","[[0.199999999999999, -29.0], [0.8, 23.0]]"
0.5483870967741934,"[[0.2, 20.0], [0.8, -4.0]]","[[0.4, -22.0], [0.0046875, 15.5], [0.0328125, 16.5], [0.0984375, 17.5], [0.1640625, 18.5], [0.1640625, 19.5], [0.0984375, 20.5], [0.0328125, 21.5], [0.0046875, 22.5]]"
0.4333333333333333,"[[0.1, 44.0], [0.9, 25.0]]","[[0.25, 3.0], [0.75, 28.0]]"
0.7333333333333333,"[[0.5, 37.0], [0.5, -7.0]]","[[0.4, 20.0], [0.0046875, 18.5], [0.0328125, 19.5], [0.0984375, 20.5], [0.1640625, 21.5], [0.1640625, 22.5], [0.0984375, 23.5], [0.0328125, 24.5], [0.0046875, 25.5]]"
0.6842105263157896,"[[0.25, 8.0], [0.75, -9.0]]","[[0.8, -5.0], [0.2, 12.0]]"
0.6249999999999999,"[[0.1, 84.0], [0.9, -18.0]]","[[0.199999999999999, -12.0], [0.8, -10.0]]"
0.55,"[[1.0, 19.0], [0.0, 19.0]]","[[0.4, 14.0], [0.6000000000000001, 31.0]]"
0.6,"[[0.75, 0.0], [0.25, 0.0]]","[[0.5, -32.0], [0.5, 26.0]]"
0.6133333333333333,"[[1.0, 19.0], [0.0, 19.0]]","[[0.9500000000000001, 15.0], [0.025, 67.0], [0.025, 69.0]]"
0.4666666666666667,"[[1.0, 10.0], [0.0, 10.0]]","[[0.05, -25.0], [0.47500000000000003, 4.0], [0.23750000000000002, 6.0], [0.11875000000000001, 10.0], [0.059375, 18.0], [0.0296875, 34.0], [0.014843750000000001, 66.0], [0.014843750000000001, 130.0]]"
0.0875,"[[1.0, 3.0], [0.0, 3.0]]","[[0.75, -10.0], [0.25, -3.0]]"
0.6666666666666666,"[[1.0, 15.0], [0.0, 15.0]]","[[0.9500000000000001, 15.0], [0.05, 66.0]]"
0.0941176470588235,"[[1.0, 21.0], [0.0, 21.0]]","[[0.05, -23.0], [0.9500000000000001, 12.0]]"
0.0375,"[[1.0, 10.0], [0.0, 10.0]]","[[0.099999999999999, -1.0], [0.9, 7.0]]"
0.6,"[[1.0, 8.0], [0.0, 8.0]]","[[0.099999999999999, -29.0], [0.45, 21.0], [0.225, 19.0], [0.1125, 15.0], [0.05625, 7.0], [0.056249999999999, -9.0]]"
0.5,"[[1.0, 7.0], [0.0, 7.0]]","[[0.5, 5.0], [0.25, 12.0], [0.125, 10.0], [0.0625, 6.0], [0.0625, -2.0]]"
0.15,"[[1.0, 9.0], [0.0, 9.0]]","[[0.9, -8.0], [0.1, 93.0]]"
0.35,"[[1.0, 24.0], [0.0, 24.0]]","[[0.75, 5.0], [0.25, 60.0]]"
0.6799999999999999,"[[1.0, 28.0], [0.0, 28.0]]","[[0.5, 22.0], [0.5, 38.0]]"
0.4875,"[[1.0, 7.0], [0.0, 7.0]]","[[0.25, -35.0], [0.75, 18.0]]"
0.3875,"[[0.2, 25.0], [0.8, 5.0]]","[[0.9, 3.0], [0.05, 17.0], [0.025, 15.0], [0.024999999999999002, 11.0]]"
0.426890756302521,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 16.0], [7.8125e-05, 83.5], [0.000546875, 84.5], [0.0016406250000000002, 85.5], [0.0027343750000000003, 86.5], [0.0027343750000000003, 87.5], [0.0016406250000000002, 88.5], [0.000546875, 89.5], [7.8125e-05, 90.5]]"
0.3411764705882354,"[[1.0, 28.0], [0.0, 28.0]]","[[0.75, 19.0], [0.25, 33.0]]"
0.7764705882352941,"[[1.0, 23.0], [0.0, 23.0]]","[[0.9500000000000001, 29.0], [0.05, 61.0]]"
0.7411764705882353,"[[1.0, -10.0], [0.0, -10.0]]","[[0.05, -19.0], [0.9500000000000001, 1.0]]"
0.1176470588235294,"[[1.0, 10.0], [0.0, 10.0]]","[[0.25, -6.0], [0.75, 11.0]]"
0.3411764705882353,"[[0.25, 88.0], [0.75, -37.0]]","[[0.099999999999999, -19.0], [0.9, -12.0]]"
0.3444444444444444,"[[1.0, 17.0], [0.0, 17.0]]","[[0.4, 0.0], [0.30000000000000004, 27.0], [0.15, 25.0], [0.075, 21.0], [0.0375, 13.0], [0.037500000000000006, -3.0]]"
0.3529411764705883,"[[0.05, 48.0], [0.9500000000000001, 14.0]]","[[1.0, 16.0]]"
0.6,"[[1.0, -9.0], [0.0, -9.0]]","[[0.8, -16.0], [0.2, 11.0]]"
0.3882352941176471,"[[0.05, 39.0], [0.9500000000000001, 23.0]]","[[0.199999999999999, -23.0], [0.8, 41.0]]"
0.8117647058823529,"[[1.0, -2.0], [0.0, -2.0]]","[[0.5, -20.0], [0.25, 25.0], [0.25, 27.0]]"
0.9176470588235294,"[[0.9500000000000001, 4.0], [0.05, 2.0]]","[[1.0, 4.0]]"
0.1529411764705882,"[[1.0, 5.0], [0.0, 5.0]]","[[0.199999999999999, -9.0], [0.8, 4.0]]"
0.5599999999999999,"[[0.5, 44.0], [0.5, -44.0]]","[[0.4, -39.0], [0.6000000000000001, 29.0]]"
0.5625,"[[1.0, -4.0], [0.0, -4.0]]","[[0.6000000000000001, -26.0], [0.4, 31.0]]"
0.1176470588235294,"[[0.01, 47.0], [0.99, 30.0]]","[[0.01, -3.0], [0.0309375, 26.5], [0.1546875, 27.5], [0.309375, 28.5], [0.309375, 29.5], [0.1546875, 30.5], [0.0309375, 31.5]]"
0.5764705882352941,"[[1.0, 12.0], [0.0, 12.0]]","[[0.75, 2.0], [0.25, 44.0]]"
0.5625,"[[0.2, 114.0], [0.8, -41.0]]","[[0.4, -35.0], [0.6000000000000001, 19.0]]"
0.6235294117647059,"[[0.5, 53.0], [0.5, -13.0]]","[[0.8, 5.0], [0.1, 84.5], [0.1, 85.5]]"
0.2588235294117647,"[[1.0, 24.0], [0.0, 24.0]]","[[0.099999999999999, -36.0], [0.1125, 21.5], [0.3375, 22.5], [0.3375, 23.5], [0.1125, 24.5]]"
0.4470588235294118,"[[0.2, 103.0], [0.8, 5.0]]","[[0.9, 19.0], [0.0125, 58.5], [0.037500000000000006, 59.5], [0.037500000000000006, 60.5], [0.0125, 61.5]]"
0.975,"[[1.0, -6.0], [0.0, -6.0]]","[[0.75, 1.0], [0.0078125, 9.5], [0.0390625, 10.5], [0.078125, 11.5], [0.078125, 12.5], [0.0390625, 13.5], [0.0078125, 14.5]]"
0.4777777777777778,"[[0.2, 118.0], [0.8, -12.0]]","[[0.8, -3.0], [0.2, 87.0]]"
0.7733333333333333,"[[0.2, 97.0], [0.8, -3.0]]","[[0.01, -36.0], [0.495, 10.0], [0.24750000000000003, 12.0], [0.12375000000000001, 16.0], [0.061875, 24.0], [0.0309375, 40.0], [0.01546875, 72.0], [0.015468750000000002, 136.0]]"
0.7125000000000001,"[[1.0, -7.0], [0.0, -7.0]]","[[0.9, -12.0], [0.0031249999999999997, 43.5], [0.015625, 44.5], [0.03125, 45.5], [0.03125, 46.5], [0.015625, 47.5], [0.0031249999999999997, 48.5]]"
0.5411764705882354,"[[1.0, 29.0], [0.0, 29.0]]","[[0.5, 18.0], [0.25, 17.0], [0.125, 19.0], [0.0625, 23.0], [0.03125, 31.0], [0.015625, 47.0], [0.0078125, 79.0], [0.0078125, 143.0]]"
0.9,"[[0.9, 9.0], [0.099999999999999, -13.0]]","[[0.6000000000000001, 2.0], [0.4, 19.0]]"
0.5058823529411764,"[[1.0, -7.0], [0.0, -7.0]]","[[0.75, -29.0], [0.125, 81.5], [0.125, 82.5]]"
0.8133333333333332,"[[0.1, 38.0], [0.9, 26.0]]","[[0.4, 31.0], [0.30000000000000004, 39.5], [0.30000000000000004, 40.5]]"
0.41,"[[1.0, -4.0], [0.0, -4.0]]","[[0.8, -31.0], [0.2, 39.0]]"
0.1866666666666666,"[[1.0, -2.0], [0.0, -2.0]]","[[0.25, -23.0], [0.75, -2.0]]"
0.25,"[[1.0, 18.0], [0.0, 18.0]]","[[0.9, -1.0], [0.05, 53.5], [0.05, 54.5]]"
0.6125,"[[0.9, 16.0], [0.099999999999999, -15.0]]","[[0.03125, 10.5], [0.15625, 11.5], [0.3125, 12.5], [0.3125, 13.5], [0.15625, 14.5], [0.03125, 15.5]]"
0.5473684210526315,"[[0.25, 98.0], [0.75, -6.0]]","[[0.05, -12.0], [0.9500000000000001, 14.0]]"
0.2842105263157895,"[[1.0, 8.0], [0.0, 8.0]]","[[0.6000000000000001, -4.0], [0.4, 13.0]]"
0.2375,"[[1.0, -8.0], [0.0, -8.0]]","[[0.9, -11.0], [0.1, 1.0]]"
0.5882352941176471,"[[0.25, 17.0], [0.75, -7.0]]","[[0.5, -13.0], [0.25, 9.0], [0.125, 11.0], [0.125, 15.0]]"
0.6875000000000001,"[[1.0, 16.0], [0.0, 16.0]]","[[0.25, -15.0], [0.375, 44.0], [0.1875, 42.0], [0.09375000000000001, 38.0], [0.046875, 30.0], [0.046875, 14.0]]"
0.3222222222222222,"[[1.0, -9.0], [0.0, -9.0]]","[[0.9, -17.0], [0.0125, -2.5], [0.037500000000000006, -1.5], [0.037500000000000006, -0.5], [0.0125, 0.5]]"
0.1529411764705882,"[[0.9, 1.0], [0.099999999999999, -37.0]]","[[0.125, -4.5], [0.375, -3.5], [0.375, -2.5], [0.125, -1.5]]"
0.6000000000000001,"[[1.0, 25.0], [0.0, 25.0]]","[[0.199999999999999, 7.0], [0.8, 37.0]]"
0.4421052631578946,"[[1.0, 26.0], [0.0, 26.0]]","[[0.75, 16.0], [0.25, 53.0]]"
0.8666666666666667,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9, -6.0], [0.05, 1.0], [0.025, 3.0], [0.0125, 7.0], [0.00625, 15.0], [0.0031249999999999997, 31.0], [0.0015624999999999999, 63.0], [0.001562499999999, 127.0]]"
0.0588235294117647,"[[0.75, -3.0], [0.25, -10.0]]","[[0.01, -12.0], [0.495, -11.5], [0.495, -10.5]]"
0.95,"[[1.0, -7.0], [0.0, -7.0]]","[[0.25, -30.0], [0.375, 5.0], [0.1875, 7.0], [0.09375000000000001, 11.0], [0.09375000000000001, 19.0]]"
0.3647058823529412,"[[1.0, 21.0], [0.0, 21.0]]","[[0.25, 6.0], [0.75, 25.0]]"
0.275,"[[1.0, 4.0], [0.0, 4.0]]","[[0.8, -24.0], [0.00625, 107.5], [0.03125, 108.5], [0.0625, 109.5], [0.0625, 110.5], [0.03125, 111.5], [0.00625, 112.5]]"
0.4625,"[[1.0, 10.0], [0.0, 10.0]]","[[0.75, 2.0], [0.125, 26.0], [0.0625, 28.0], [0.03125, 32.0], [0.03125, 40.0]]"
0.5733333333333335,"[[1.0, -9.0], [0.0, -9.0]]","[[0.75, -25.0], [0.25, 15.0]]"
0.7333333333333335,"[[0.1, 44.0], [0.9, -13.0]]","[[0.099999999999999, -14.0], [0.45, 9.0], [0.225, 11.0], [0.1125, 15.0], [0.112499999999999, 23.0]]"
0.16,"[[0.9500000000000001, 22.0], [0.05, 11.0]]","[[0.5, 5.0], [0.5, 22.0]]"
0.3125,"[[1.0, -8.0], [0.0, -8.0]]","[[0.99, -13.0], [0.01, 28.0]]"
0.85,"[[0.4, 42.0], [0.6000000000000001, -8.0]]","[[0.8, 8.0], [0.1, 38.0], [0.05, 40.0], [0.025, 44.0], [0.0125, 52.0], [0.012499999999999001, 68.0]]"
0.8,"[[0.99, 29.0], [0.01, 15.0]]","[[0.9500000000000001, 29.0], [0.025, 67.0], [0.0125, 65.0], [0.00625, 61.0], [0.0031249999999999997, 53.0], [0.003125, 37.0]]"
0.4125,"[[1.0, 21.0], [0.0, 21.0]]","[[0.5, -34.0], [0.5, 85.0]]"
0.72,"[[1.0, -3.0], [0.0, -3.0]]","[[0.75, -13.0], [0.125, 45.0], [0.0625, 47.0], [0.0625, 51.0]]"
0.0,"[[0.01, 95.0], [0.99, 3.0]]","[[0.4, -15.0], [0.6000000000000001, -7.0]]"
0.8125,"[[1.0, 6.0], [0.0, 6.0]]","[[0.01, 1.0], [0.495, 8.0], [0.49500000000000005, 10.0]]"
0.1125,"[[1.0, 5.0], [0.0, 5.0]]","[[0.75, -24.0], [0.25, 58.0]]"
0.4875,"[[1.0, -2.0], [0.0, -2.0]]","[[0.125, -3.5], [0.375, -2.5], [0.375, -1.5], [0.125, -0.5]]"
0.1866666666666666,"[[0.2, 47.0], [0.8, 18.0]]","[[0.5, -14.0], [0.015625, 53.5], [0.078125, 54.5], [0.15625, 55.5], [0.15625, 56.5], [0.078125, 57.5], [0.015625, 58.5]]"
0.4875,"[[0.25, 113.0], [0.75, -23.0]]","[[0.75, -22.0], [0.125, 111.0], [0.0625, 113.0], [0.03125, 117.0], [0.03125, 125.0]]"
0.05,"[[1.0, 6.0], [0.0, 6.0]]","[[0.099999999999999, -20.0], [0.9, 5.0]]"
0.76,"[[1.0, -9.0], [0.0, -9.0]]","[[0.99, -9.0], [0.01, 51.0]]"
0.7176470588235294,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6000000000000001, -14.0], [0.2, 22.5], [0.2, 23.5]]"
0.1263157894736842,"[[1.0, 10.0], [0.0, 10.0]]","[[0.75, -14.0], [0.0078125, 98.5], [0.0390625, 99.5], [0.078125, 100.5], [0.078125, 101.5], [0.0390625, 102.5], [0.0078125, 103.5]]"
0.475,"[[1.0, 25.0], [0.0, 25.0]]","[[0.99, 21.0], [0.005, 40.0], [0.0025, 42.0], [0.00125, 46.0], [0.000625, 54.0], [0.0003125, 70.0], [0.00015625, 102.0], [0.00015625, 166.0]]"
0.4941176470588236,"[[0.4, 73.0], [0.6000000000000001, 1.0]]","[[0.9, 28.0], [0.0031249999999999997, 51.5], [0.015625, 52.5], [0.03125, 53.5], [0.03125, 54.5], [0.015625, 55.5], [0.0031249999999999997, 56.5]]"
0.325,"[[0.01, 43.0], [0.99, 26.0]]","[[0.5, -2.0], [0.5, 44.0]]"
0.5866666666666667,"[[1.0, 9.0], [0.0, 9.0]]","[[0.9, 2.0], [0.1, 81.0]]"
0.1866666666666666,"[[1.0, 22.0], [0.0, 22.0]]","[[0.6000000000000001, -28.0], [0.4, 84.0]]"
0.9764705882352942,"[[1.0, -4.0], [0.0, -4.0]]","[[0.8, 1.0], [0.1, 9.5], [0.1, 10.5]]"
0.8875,"[[0.8, 13.0], [0.199999999999999, -7.0]]","[[0.99, 15.0], [0.01, 89.0]]"
0.5666666666666667,"[[1.0, 9.0], [0.0, 9.0]]","[[0.8, 7.0], [0.1, 34.0], [0.05, 32.0], [0.049999999999999004, 28.0]]"
0.825,"[[0.9, 15.0], [0.099999999999999, -25.0]]","[[0.6000000000000001, 1.0], [0.0031249999999999997, 39.5], [0.021875000000000002, 40.5], [0.065625, 41.5], [0.109375, 42.5], [0.109375, 43.5], [0.065625, 44.5], [0.021875000000000002, 45.5], [0.0031249999999999997, 46.5]]"
0.6105263157894737,"[[1.0, 3.0], [0.0, 3.0]]","[[0.6000000000000001, 0.0], [0.4, 44.0]]"
0.7333333333333334,"[[1.0, -9.0], [0.0, -9.0]]","[[0.0078125, -12.5], [0.0546875, -11.5], [0.1640625, -10.5], [0.2734375, -9.5], [0.2734375, -8.5], [0.1640625, -7.5], [0.0546875, -6.5], [0.0078125, -5.5]]"
0.5875,"[[1.0, -9.0], [0.0, -9.0]]","[[0.9500000000000001, -19.0], [0.05, 69.0]]"
0.975,"[[1.0, 1.0], [0.0, 1.0]]","[[0.9500000000000001, 8.0], [0.025, 19.0], [0.0125, 21.0], [0.00625, 25.0], [0.0031249999999999997, 33.0], [0.0015624999999999999, 49.0], [0.0015625, 81.0]]"
0.3066666666666667,"[[1.0, -2.0], [0.0, -2.0]]","[[0.9, -17.0], [0.1, 32.0]]"
0.6124999999999999,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -23.0], [0.2, 92.0]]"
0.3375,"[[0.1, 68.0], [0.9, 19.0]]","[[0.9, 9.0], [0.05, 114.0], [0.025, 116.0], [0.024999999999999002, 120.0]]"
0.5666666666666667,"[[1.0, 3.0], [0.0, 3.0]]","[[0.9500000000000001, 1.0], [0.05, 71.0]]"
0.2952380952380953,"[[1.0, 25.0], [0.0, 25.0]]","[[0.4, -28.0], [0.6000000000000001, 53.0]]"
0.5575757575757576,"[[1.0, 20.0], [0.0, 20.0]]","[[0.6000000000000001, -9.0], [0.4, 77.0]]"
0.5882352941176471,"[[0.1, 44.0], [0.9, -16.0]]","[[0.9500000000000001, -5.0], [0.000390625, -8.5], [0.0027343750000000003, -7.5], [0.008203125, -6.5], [0.013671875, -5.5], [0.013671875, -4.5], [0.008203125, -3.5], [0.0027343750000000003, -2.5], [0.000390625, -1.5]]"
0.1875,"[[1.0, 7.0], [0.0, 7.0]]","[[0.4, -7.0], [0.30000000000000004, 6.0], [0.15, 8.0], [0.15000000000000002, 12.0]]"
0.5411764705882353,"[[0.4, 25.0], [0.6000000000000001, 7.0]]","[[0.9500000000000001, 13.0], [0.0015624999999999999, 46.5], [0.0078125, 47.5], [0.015625, 48.5], [0.015625, 49.5], [0.0078125, 50.5], [0.0015624999999999999, 51.5]]"
0.8500000000000001,"[[1.0, -7.0], [0.0, -7.0]]","[[0.4, -13.0], [0.6000000000000001, 13.0]]"
